singer,title,film_album,film_or_nonfilm,year,Language,download_path,file_size_mb,duration_seconds,quality_score,download_timestamp,url_used,processing_status
Lata Mangeshkar,Aaja Piya Tohe Pyar Doon,Baharon Ke Sapne,Film,1967,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Lata Mangeshkar/unknown_Lata Mangeshkar_Aaja Piya Tohe Pyar Doon_1967.flac,36.6785249710083,0,0,2025-09-03 12:21:15,https://www.youtube.com/watch?v=VPfhI-6UnUg,DOWNLOADED
Lata Mangeshkar,Bahon Mein Chale Aao,Anamika,Film,1973,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Lata Mangeshkar/unknown_Lata Mangeshkar_Bahon Mein Chale Aao_1973.flac,29.67566680908203,0,0,2025-09-03 12:21:17,https://www.youtube.com/watch?v=2ipr5drgUQA,DOWNLOADED
Lata Mangeshkar,Jane Kyon Log Mohabbat Kiya,Mehboob Ki Mehndi,Film,1971,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Lata Mangeshkar/unknown_Lata Mangeshkar_Jane Kyon Log Mohabbat Kiya_1971.flac,41.004469871521,0,0,2025-09-03 12:21:29,https://www.youtube.com/watch?v=FMnU7UKG8AE,DOWNLOADED
Lata Mangeshkar,Chalte Chalte Yun Hi Koi,Pakeezah,Film,1972,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Lata Mangeshkar/unknown_Lata Mangeshkar_Chalte Chalte Yun Hi Koi_1972.flac,22.044178009033203,0,0,2025-09-03 12:21:29,https://www.youtube.com/watch?v=iulF7-i_LuY,DOWNLOADED
Lata Mangeshkar,Bangle Ke Peechhe,Samadhi,Film,1972,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Lata Mangeshkar/unknown_Lata Mangeshkar_Bangle Ke Peechhe_1972.flac,59.544315338134766,0,0,2025-09-03 12:21:30,https://www.youtube.com/watch?v=8jIEvmyAxvc,DOWNLOADED
Lata Mangeshkar,Main Tere Ishq Mein,Loafer,Film,1973,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Lata Mangeshkar/unknown_Lata Mangeshkar_Main Tere Ishq Mein_1973.flac,39.37290382385254,0,0,2025-09-03 12:21:31,https://www.youtube.com/watch?v=MhdBR-sVZzU,DOWNLOADED
Lata Mangeshkar,Tere Bina Jiya Jaye Naa,Ghar,Film,1978,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Lata Mangeshkar/unknown_Lata Mangeshkar_Tere Bina Jiya Jaye Naa_1978.flac,35.230411529541016,0,0,2025-09-03 12:21:42,https://www.youtube.com/watch?v=-W3hN8dgAy4,DOWNLOADED
Lata Mangeshkar,Tune O Rangeele,Kudrat,Film,1981,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Lata Mangeshkar/unknown_Lata Mangeshkar_Tune O Rangeele_1981.flac,20.38259983062744,0,0,2025-09-03 12:21:42,https://www.youtube.com/watch?v=_9lKgL2ISaY,DOWNLOADED
Lata Mangeshkar,Solah Baras Ki Bali Umar,Ek Duuje Ke Liye,Film,1981,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Lata Mangeshkar/unknown_Lata Mangeshkar_Solah Baras Ki Bali Umar_1981.flac,31.99228286743164,0,0,2025-09-03 12:21:44,https://www.youtube.com/watch?v=UZINNLJ1j-Q,DOWNLOADED
Lata Mangeshkar,Tujhse Naraz Nahin Zindagi,Masoom,Film,1983,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Lata Mangeshkar/unknown_Lata Mangeshkar_Tujhse Naraz Nahin Zindagi_1983.flac,33.15506649017334,0,0,2025-09-03 12:21:44,https://www.youtube.com/watch?v=T2V1lFQ62Is,DOWNLOADED
Lata Mangeshkar,Sun Sahiba Sun,Ram Teri Ganga Maili,Film,1985,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Lata Mangeshkar/unknown_Lata Mangeshkar_Sun Sahiba Sun_1985.flac,26.161012649536133,0,0,2025-09-03 12:22:08,https://www.youtube.com/watch?v=8ms_iTlEE4U,DOWNLOADED
Lata Mangeshkar,Didi Tera Devar Deewana,Hum Aapke Hain Koun,Film,1994,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Lata Mangeshkar/unknown_Lata Mangeshkar_Didi Tera Devar Deewana_1994.flac,61.47611045837402,0,0,2025-09-03 12:22:08,https://www.youtube.com/watch?v=RcjzZI04K30,DOWNLOADED
Lata Mangeshkar,Maye Ni Maye,Hum Aapke Hain Koun,Film,1994,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Lata Mangeshkar/unknown_Lata Mangeshkar_Maye Ni Maye_1994.flac,47.77932834625244,0,0,2025-09-03 12:22:09,https://www.youtube.com/watch?v=WCgSiss7ABM,DOWNLOADED
Lata Mangeshkar,Yara Seeli Seeli,Lekin,Film,1990,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Lata Mangeshkar/unknown_Lata Mangeshkar_Yara Seeli Seeli_1990.flac,37.56441783905029,0,0,2025-09-03 12:22:13,https://www.youtube.com/watch?v=JcttD8lGlcE,DOWNLOADED
Lata Mangeshkar,Mere Khwabon Mein,Dilwale Dulhania Le Jayenge,Film,1995,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Lata Mangeshkar/unknown_Lata Mangeshkar_Mere Khwabon Mein_1995.flac,3.289936065673828,0,0,2025-09-03 12:22:20,https://www.youtube.com/watch?v=PZgFwEEJgJM,DOWNLOADED
Asha Bhosle,Paan Khaye Saiyan Hamarao,Teesri Manzil,Film,1966,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Asha Bhosle/unknown_Asha Bhosle_Paan Khaye Saiyan Hamarao_1966.flac,11.356856346130373,0,0,2025-09-03 12:22:21,https://www.youtube.com/watch?v=b3F0b5YukSU,DOWNLOADED
Asha Bhosle,Aaiye Meharban,Howrah Bridge,Film,1958,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Asha Bhosle/unknown_Asha Bhosle_Aaiye Meharban_1958.flac,16.7933292388916,0,0,2025-09-03 12:22:22,https://www.youtube.com/watch?v=zwy5yYg0m1g,DOWNLOADED
Asha Bhosle,Jhumka Gira Re,Mera Saaya,Film,1966,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Asha Bhosle/unknown_Asha Bhosle_Jhumka Gira Re_1966.flac,41.202985763549805,0,0,2025-09-03 12:22:26,https://www.youtube.com/watch?v=6wZgu9cpaAs,DOWNLOADED
Asha Bhosle,Raat Ke Humsafar,An Evening In Paris,Film,1967,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Asha Bhosle/unknown_Asha Bhosle_Raat Ke Humsafar_1967.flac,24.328998565673828,0,0,2025-09-03 12:22:35,https://www.youtube.com/watch?v=YAh1sXAOals,DOWNLOADED
Asha Bhosle,Aao Huzoor Tumko,Kismet,Film,1968,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Asha Bhosle/unknown_Asha Bhosle_Aao Huzoor Tumko_1968.flac,34.356247901916504,0,0,2025-09-03 12:22:35,https://www.youtube.com/watch?v=1thHKvD1U-M,DOWNLOADED
Asha Bhosle,Raat Akeli Hai,Jewel Thief,Film,1967,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Asha Bhosle/unknown_Asha Bhosle_Raat Akeli Hai_1967.flac,56.56008434295654,0,0,2025-09-03 12:22:37,https://www.youtube.com/watch?v=opVMQBtSym0,DOWNLOADED
Asha Bhosle,Parde Mein Rahne Do,Shikar,Film,1968,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Asha Bhosle/unknown_Asha Bhosle_Parde Mein Rahne Do_1968.flac,25.94567394256592,0,0,2025-09-03 12:22:41,https://www.youtube.com/watch?v=-PMyhpzlsS0,DOWNLOADED
Asha Bhosle,Dum Maro Dum Mit Jaye Gham,Hare Rama Hare Krishna,Film,1971,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Asha Bhosle/unknown_Asha Bhosle_Dum Maro Dum Mit Jaye Gham_1971.flac,27.25265884399414,0,0,2025-09-03 12:22:48,https://www.youtube.com/watch?v=UxEc29b0V_I,DOWNLOADED
Asha Bhosle,Zindagi Ek Safar Hai Suhana,Andaz,Film,1971,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Asha Bhosle/unknown_Asha Bhosle_Zindagi Ek Safar Hai Suhana_1971.flac,11.98525619506836,0,0,2025-09-03 12:22:50,https://www.youtube.com/watch?v=ndrl0CS3lrg,DOWNLOADED
Asha Bhosle,Piya Tu Ab To Aaja,Caravan,Film,1971,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Asha Bhosle/unknown_Asha Bhosle_Piya Tu Ab To Aaja_1971.flac,30.43454933166504,0,0,2025-09-03 12:22:51,https://www.youtube.com/watch?v=46GGxF_Bwhg,DOWNLOADED
Asha Bhosle,Jaaneman Jaaneman Tere Do Nain,Chhoti Si Baat,Film,1976,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Asha Bhosle/unknown_Asha Bhosle_Jaaneman Jaaneman Tere Do Nain_1976.flac,39.94365978240967,0,0,2025-09-03 12:22:56,https://www.youtube.com/watch?v=ks58iZ8sQPw,DOWNLOADED
Asha Bhosle,Yeh Mera Dil Yaar Ka Deewana,Don,Film,1978,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Asha Bhosle/unknown_Asha Bhosle_Yeh Mera Dil Yaar Ka Deewana_1978.flac,34.27354907989502,0,0,2025-09-03 12:23:01,https://www.youtube.com/watch?v=hJI_fXPjfSE,DOWNLOADED
Asha Bhosle,In Ankhon Ki Masti,Umrao Jaan,Film,1981,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Asha Bhosle/unknown_Asha Bhosle_In Ankhon Ki Masti_1981.flac,36.66523838043213,0,0,2025-09-03 12:23:04,https://www.youtube.com/watch?v=GWm8NbN4NNc,DOWNLOADED
Asha Bhosle,Dil Cheez Kya Hai,Umrao Jaan,Film,1981,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Asha Bhosle/unknown_Asha Bhosle_Dil Cheez Kya Hai_1981.flac,62.39562225341797,0,0,2025-09-03 12:23:05,https://www.youtube.com/watch?v=PnBtSKLuGbw,DOWNLOADED
Asha Bhosle,Jawani Jan-E-man,Namak Halaal,Film,1982,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Asha Bhosle/unknown_Asha Bhosle_Jawani Jan-E-man_1982.flac,67.2962589263916,0,0,2025-09-03 12:23:11,https://www.youtube.com/watch?v=K67_4DQr94g,DOWNLOADED
Asha Bhosle,Zara Sa Jhoom Loon Main,Dilwale Dulhania Le Jayenge,Film,1995,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Asha Bhosle/unknown_Asha Bhosle_Zara Sa Jhoom Loon Main_1995.flac,37.607773780822754,0,0,2025-09-03 12:23:34,https://www.youtube.com/watch?v=ZGtowxq3TRg,DOWNLOADED
Asha Bhosle,Mera Kuchh Saamaan,Ijaazat,Film,1987,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Asha Bhosle/unknown_Asha Bhosle_Mera Kuchh Saamaan_1987.flac,43.17348957061768,0,0,2025-09-03 12:23:35,https://www.youtube.com/watch?v=Lpnvy2nDPjY,DOWNLOADED
Asha Bhosle,Tanha Tanha Yahan Pe Jeena,Rangeela,Film,1995,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Asha Bhosle/unknown_Asha Bhosle_Tanha Tanha Yahan Pe Jeena_1995.flac,52.0977783203125,0,0,2025-09-03 12:23:36,https://www.youtube.com/watch?v=fvnbKR6W5N8,DOWNLOADED
Asha Bhosle,Chhoti Si Kahani Se,Ijaazat,Film,1987,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Asha Bhosle/unknown_Asha Bhosle_Chhoti Si Kahani Se_1987.flac,83.89742660522461,0,0,2025-09-03 12:23:36,https://www.youtube.com/watch?v=uRz6jcaz5Vk,DOWNLOADED
Asha Bhosle,Le Gayi,Dil To Pagal Hai,Film,1997,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Asha Bhosle/unknown_Asha Bhosle_Le Gayi_1997.flac,26.86412525177002,0,0,2025-09-03 12:23:48,https://www.youtube.com/watch?v=WYNPwNb-vFA,DOWNLOADED
Asha Bhosle,Mujhe Rang De,Thakshak,Film,1999,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Asha Bhosle/unknown_Asha Bhosle_Mujhe Rang De_1999.flac,44.486390113830566,0,0,2025-09-03 12:23:50,https://www.youtube.com/watch?v=Sfvuqtrbh0o,DOWNLOADED
Asha Bhosle,Kambakht Ishq,Pyaar Tune Kya Kiya,Film,2001,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Asha Bhosle/unknown_Asha Bhosle_Kambakht Ishq_2001.flac,47.71778106689453,0,0,2025-09-03 12:23:50,https://www.youtube.com/watch?v=4RtlIwJ7AsU,DOWNLOADED
Asha Bhosle,Sharara Sharara,Mere Yaar Ki Shaadi Hai,Film,2002,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Asha Bhosle/unknown_Asha Bhosle_Sharara Sharara_2002.flac,60.61754322052002,0,0,2025-09-03 12:23:51,https://www.youtube.com/watch?v=bjdB_k10Nt4,DOWNLOADED
Asha Bhosle,Woh Koi Aaya Lachak Uthi Kaya,Dastan,Film,1972,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Asha Bhosle/unknown_Asha Bhosle_Woh Koi Aaya Lachak Uthi Kaya_1972.flac,39.05722332000733,0,0,2025-09-03 12:24:02,https://www.youtube.com/watch?v=quH4kdQleVs,DOWNLOADED
Asha Bhosle,Haye Bichhua Das Gayo Re,Jheel Ke Us Paar,Film,1973,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Asha Bhosle/unknown_Asha Bhosle_Haye Bichhua Das Gayo Re_1973.flac,18.713153839111328,0,0,2025-09-03 12:24:03,https://www.youtube.com/watch?v=lBIVZ-rQZ14,DOWNLOADED
Alka Yagnik,Gali Mein Aaj Chand Nikla,Zakhm,Film,1998,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Alka Yagnik/unknown_Alka Yagnik_Gali Mein Aaj Chand Nikla_1998.flac,62.52849292755127,0,0,2025-09-03 12:24:04,https://www.youtube.com/watch?v=sh4mVIxo6Wo,DOWNLOADED
Alka Yagnik,Agar Tum Saath Ho,Tamasha,Film,2015,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Alka Yagnik/unknown_Alka Yagnik_Agar Tum Saath Ho_2015.flac,61.0891170501709,0,0,2025-09-03 12:24:05,https://www.youtube.com/watch?v=dhY8jRNELUc,DOWNLOADED
Alka Yagnik,Aaye Ho Meri Zindagi Mein,Raja Hindustani,Film,1996,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Alka Yagnik/unknown_Alka Yagnik_Aaye Ho Meri Zindagi Mein_1996.flac,10.629961967468262,0,0,2025-09-03 12:24:16,https://www.youtube.com/watch?v=WN-PpXPXMKw,DOWNLOADED
Alka Yagnik,Poocho Zara Poocho,Raja Hindustani,Film,1996,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Alka Yagnik/unknown_Alka Yagnik_Poocho Zara Poocho_1996.flac,49.96205806732178,0,0,2025-09-03 12:24:17,https://www.youtube.com/watch?v=ZtW9U7Z1-ug,DOWNLOADED
Alka Yagnik,Paayal Meri,Rajkumar,Film,1996,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Alka Yagnik/unknown_Alka Yagnik_Paayal Meri_1996.flac,71.993896484375,0,0,2025-09-03 12:24:18,https://www.youtube.com/watch?v=1cLcQi9atok,DOWNLOADED
Alka Yagnik,Dil Laga Liya Maine,Dil Hai Tumhaara,Film,2002,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Alka Yagnik/unknown_Alka Yagnik_Dil Laga Liya Maine_2002.flac,54.389187812805176,0,0,2025-09-03 12:24:20,https://www.youtube.com/watch?v=EoommnZLEBM,DOWNLOADED
Alka Yagnik,Oodhni,Tere Naam,Film,2003,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Alka Yagnik/unknown_Alka Yagnik_Oodhni_2003.flac,79.08078289031982,0,0,2025-09-03 12:24:31,https://www.youtube.com/watch?v=mYJV6G6nzas,DOWNLOADED
Alka Yagnik,Humne Tumko Dil Ye De Diya,Gunaah,Film,2002,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Alka Yagnik/unknown_Alka Yagnik_Humne Tumko Dil Ye De Diya_2002.flac,64.3186206817627,0,0,2025-09-03 12:24:31,https://www.youtube.com/watch?v=NOHSTw3Jhjs,DOWNLOADED
Alka Yagnik,Tumse Milna,Tere Naam,Film,2003,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Alka Yagnik/unknown_Alka Yagnik_Tumse Milna_2003.flac,33.71442985534668,0,0,2025-09-03 12:24:32,https://www.youtube.com/watch?v=0nILKp9kv3E,DOWNLOADED
Alka Yagnik,Sanam Mere Humraaz,Humraaz,Film,2002,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Alka Yagnik/unknown_Alka Yagnik_Sanam Mere Humraaz_2002.flac,61.590752601623535,0,0,2025-09-03 12:24:34,https://www.youtube.com/watch?v=6l-xttk2IQg,DOWNLOADED
Alka Yagnik,Jaane Kyon,Dil Chahta Hai,Film,2001,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Alka Yagnik/unknown_Alka Yagnik_Jaane Kyon_2001.flac,30.77765274047852,0,0,2025-09-03 12:24:57,https://www.youtube.com/watch?v=-Ecn2pbTcFU,DOWNLOADED
Alka Yagnik,O Re Chhori,Lagaan,Film,2001,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Alka Yagnik/unknown_Alka Yagnik_O Re Chhori_2001.flac,70.63643264770508,0,0,2025-09-03 12:24:59,https://www.youtube.com/watch?v=SUtfApr86KU,DOWNLOADED
Alka Yagnik,Suraj Hua Maddham,Kabhi Khushi Kabhie Gham,Film,2001,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Alka Yagnik/unknown_Alka Yagnik_Suraj Hua Maddham_2001.flac,114.47662830352785,0,0,2025-09-03 12:25:02,https://www.youtube.com/watch?v=FpuSRpeADL0,DOWNLOADED
Alka Yagnik,Seeli Hawa Choo Gayi,Lekin,Film,1990,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Alka Yagnik/unknown_Alka Yagnik_Seeli Hawa Choo Gayi_1990.flac,85.54326248168945,0,0,2025-09-03 12:25:12,https://www.youtube.com/watch?v=YZWlBqX7uZA,DOWNLOADED
Alka Yagnik,Gazab Ka Hai Din,Qayamat Se Qayamat Tak,Film,1988,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Alka Yagnik/unknown_Alka Yagnik_Gazab Ka Hai Din_1988.flac,20.92856407165528,0,0,2025-09-03 12:25:13,https://www.youtube.com/watch?v=2Dfjg5AngGk,DOWNLOADED
Alka Yagnik,Akele Hain To Kya Gham Hai,Qayamat Se Qayamat Tak,Film,1988,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Alka Yagnik/unknown_Alka Yagnik_Akele Hain To Kya Gham Hai_1988.flac,76.5351448059082,0,0,2025-09-03 12:25:14,https://www.youtube.com/watch?v=XjrZ3pns8tU,DOWNLOADED
Alka Yagnik,Mohabbat Ho Gayee,Baadshah,Film,1999,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Alka Yagnik/unknown_Alka Yagnik_Mohabbat Ho Gayee_1999.flac,30.65579128265381,0,0,2025-09-03 12:25:15,https://www.youtube.com/watch?v=WSYZBng52h4,DOWNLOADED
Alka Yagnik,Haiya Hoo Kya Masti,Albela,Film,2001,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Alka Yagnik/unknown_Alka Yagnik_Haiya Hoo Kya Masti_2001.flac,45.51106834411621,0,0,2025-09-03 12:25:26,https://www.youtube.com/watch?v=9snqAlRyZMQ,DOWNLOADED
Alka Yagnik,Chalte Chalte,Mohabbatein,Film,2000,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Alka Yagnik/unknown_Alka Yagnik_Chalte Chalte_2000.flac,61.82888126373291,0,0,2025-09-03 12:25:27,https://www.youtube.com/watch?v=rkOakcMqJ-8,DOWNLOADED
Alka Yagnik,Pehli Pehli Baar Hai,Kya Yehi Pyaar Hai,Film,2002,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Alka Yagnik/unknown_Alka Yagnik_Pehli Pehli Baar Hai_2002.flac,68.26089572906494,0,0,2025-09-03 12:25:29,https://www.youtube.com/watch?v=1K2bdguI3hI,DOWNLOADED
Alka Yagnik,Chand Chhupa Badal Mein,Hum Dil De Chuke Sanam,Film,1999,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Alka Yagnik/unknown_Alka Yagnik_Chand Chhupa Badal Mein_1999.flac,78.96026611328125,0,0,2025-09-03 12:25:30,https://www.youtube.com/watch?v=IE4aeTjcvOo,DOWNLOADED
Alka Yagnik,Dil Ne Yeh Kaha Hai Dil Se,Dhadkan,Film,2000,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Alka Yagnik/unknown_Alka Yagnik_Dil Ne Yeh Kaha Hai Dil Se_2000.flac,38.4400520324707,0,0,2025-09-03 12:25:41,https://www.youtube.com/watch?v=zDngjMYHSP8,DOWNLOADED
Alka Yagnik,Ramta Jogi,Taal,Film,1999,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Alka Yagnik/unknown_Alka Yagnik_Ramta Jogi_1999.flac,65.56868362426758,0,0,2025-09-03 12:25:41,https://www.youtube.com/watch?v=QxwmIXIWO7I,DOWNLOADED
Alka Yagnik,Ek Din Aap,Yes Boss,Film,1997,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Alka Yagnik/unknown_Alka Yagnik_Ek Din Aap_1997.flac,52.62711811065674,0,0,2025-09-03 12:25:43,https://www.youtube.com/watch?v=-yvwawJ9u_M,DOWNLOADED
Kumar Sanu,Ae Kaash Ke Hum,Kabhi Haan Kabhi Naa,Film,1994,Hindi,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads/Hindi/Kumar Sanu/unknown_Kumar Sanu_Ae Kaash Ke Hum_1994.flac,54.27014827728272,0,0,2025-09-03 12:25:46,https://www.youtube.com/watch?v=7egtbySpvfw,DOWNLOADED
